	DG408	DG426	DG432	EK520	LB01	LB03	LB06	LB10	LB13	LB178	LB179	BB231	BB232	ME2528	ME2530	MT334	MT348	WE457	WE458	WE464	CP469	CP470	BB089	BB095	KSG0645	KSG0647	KSG0652	KSG0660	KSG0673	KE1474	KE1475	KE2263	KE2265	KE2268	KE2564	KE2565	KE2581	KSG1471	KSG1507	LU2555	LU2556	OP1909	OP1910	OP1911	OP2345	OP2346	OP2347	OP2456	OP2459	OP2460	GM173	GM7	GM9	GM10	GM11	GM15	GM20	GM41	GM1435	GM1436	GM1437	GM1438	GM1440	GM1442	GM1446	GM1448	GM1455	GM1457	GM1459	GM1467	GM1468	GM1474	GM1476	GM1480	GM1482	GM1485	GM1494	GM1496	GM1497	GM1500	GM1501	GM1502	GM1504	GM1507	GM1509
OTU_69	-3.48320901838334	-3.74482010981028	-3.02861423030082	-3.59069369859357	-3.42631616893721	-2.04710026666028	-2.70399306388633	-3.60181880171404	-4	-3.71250851976391	-4	-4	-1.80593364209294	-3.58052760777296	-3.38835313054328	-4	-4	-4	-4	-4	-4	-3.93104548118311	-3.80858721972337	-3.88478474256715	-4	-4	-4	-4	-4	-4	-3.51079604465963	-4	-3.76422404206653	-4	-4	-4	-4	-2.88311283876507	-4	-4	-4	-3.78755811886184	-3.66138875157031	-3.8017177962105	-3.58026484075512	-3.76363223066637	-4	-3.49939434775272	-3.40615528189718	-4	-4	-4	-4	-4	-4	-3.81977363042973	-3.70387975094136	-4	-4	-4	-4	-4	-4	-4	-3.75013519304609	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.47026814696778	-4	-4	-4	-4	-4	-4	-4	-4
OTU_86	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-2.95161305184089	-4	-3.63380088647093	-3.86564167612935	-4	-3.18441121482693	-2.95938928855222	-2.56370212548519	-2.69593601337251	-3.13312368680741	-3.0821661286549	-2.47545229485436	-3.07653496029567	-3.66020437362574	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-2.81546116048917	-3.72902997768198	-4	-4	-3.34212072152529	-4	-4	-3.50640892115567	-3.09539503564163	-3.76621369274628	-3.62288787910155	-3.46821432364292	-3.71419552931051	-3.31407203616383	-3.38606269481662	-3.58013332428242	-3.71580435932483	-4	-3.57703920125937	-4	-4	-4	-4	-3.07970315817064	-4	-4	-4	-4	-3.67282489396854	-3.43870072793462	-3.65915208159624	-3.66674057278761	-4	-3.31890083795178	-3.0517063736579
OTU_95	-4	-4	-4	-3.59069369859357	-4	-4	-4	-4	-4	-4	-3.70730078401437	-2.83826386643566	-4	-1.76486859737075	-1.88355907205449	-4	-4	-4	-4	-4	-4	-4	-3.08617441412944	-4	-4	-4	-4	-4	-4	-3.72478902814491	-3.18316038605563	-4	-4	-4	-3.77868268123756	-3.50603418863261	-4	-2.99096475764799	-4	-4	-4	-4	-4	-4	-3.58026484075512	-3.40968110148121	-3.74063067994333	-3.61181697716638	-3.21333161397565	-3.12965461482818	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4
OTU_111	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.89553804363843	-3.52368791809183	-4	-4	-3.89383236620742	-3.59876075435506	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.79849677995009	-4	-3.74128318030346	-4	-3.57936437253311	-4	-4	-4	-2.9958257227572	-3.44384800849844	-3.10973506218787	-4	-3.22416664062941	-3.44711871832436	-4	-3.61786832657386	-4	-3.76621369274628	-4	-3.65734025886519	-3.54330041819981	-4	-2.65760495513631	-4	-3.71580435932483	-3.76107257974176	-3.57703920125937	-4	-4	-4	-3.10966189476143	-4	-4	-4	-3.02908504066484	-4	-3.67282489396854	-4	-4	-3.35045055253587	-4	-4	-4
OTU_262	-2.04483956478408	-2.94328527430163	-4	-3.59069369859357	-4	-4	-4	-4	-4	-2.79539622018242	-3.31443704412928	-2.83826386643566	-4	-3.37118729907667	-3.19339677173164	-4	-4	-4	-4	-4	-4	-4	-3.89383236620742	-4	-4	-4	-4	-4	-4	-1.49681066269201	-1.44675700341537	-2.430092148935	-1.86472629644844	-1.67923706173705	-2.22557570146022	-2.25115524448229	-2.45102085305296	-2.50156724273576	-3.05827894946463	-4	-4	-3.10015209642574	-3.403189396337	-3.56289816214362	-3.46306338816976	-3.4989432152109	-3.57936437253311	-4	-3.04364541596925	-2.60082399685252	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4
OTU_267	-3.75391736716937	-3.74482010981028	-3.62092515967444	-4	-4	-4	-4	-4	-4	-3.07012572086669	-3.53402234594703	-2.58131840530888	-4	-3.74147351720018	-4	-4	-4	-4	-3.92764559840983	-4	-4	-4	-3.45687796273697	-4	-4	-4	-4	-4	-4	-4	-3.77086136698503	-3.09405266093942	-3.04911032347892	-3.13075735336749	-4	-3.34379889807764	-4	-4	-3.4931387296666	-4	-4	-3.452986464112	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4
OTU_283	-3.75391736716937	-4	-4	-3.74881292987031	-3.18748755649542	-4	-4	-3.75678965935107	-4	-4	-4	-4	-3.05862900801436	-4	-4	-1.78065636816016	-4	-2.80182543447225	-2.59546171708966	-2.63943362185396	-4	-3.56531516975204	-3.14920095228549	-2.5161297325844	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.89966313926081	-2.59765221005331	-3.70625216470469	-2.60069014732365	-2.79848851650165	-1.89790435356471	-1.31612846507078	-2.0429897465231	-2.67155957967733	-2.67845962953316	-2.26565644635587	-3.79571702447975	-4	-3.59502404115585	-3.75013519304609	-3.17372350658522	-2.24843227677985	-3.04245702702419	-3.3668829430015	-2.50249812004556	-4	-4	-3.31267406811743	-2.35630524084952	-4	-1.96097837473391	-2.49454407389489	-3.35427378399043	-4	-2.88983249011039	-2.54642398254614	-3.66674057278761	-3.12755558613077	-2.5397766155092	-2.91173426490303
OTU_323	-4	-4	-4	-3.47502779101349	-2.45742749132827	-2.59493584349852	-2.5784829026356	-2.96822699857439	-2.65988253919163	-4	-4	-3.33693270368825	-2.46433422278844	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.50584658636857	-3.37326030850914	-4	-4	-3.47192383445086	-4	-4	-4	-4	-4	-3.77868268123756	-4	-3.50779825413715	-3.80254328936592	-4	-4	-4	-3.78755811886184	-3.55733754790089	-3.8017177962105	-3.17390408378246	-3.16834656689162	-3.36975108004449	-3.12493455448696	-3.60861973061045	-3.58423394326393	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4
OTU_396	-4	-3.58515489332305	-4	-3.38377802281808	-4	-4	-4	-3.75678965935107	-3.58395465029537	-4	-4	-4	-4	-4	-3.59437363341889	-4	-4	-2.94424786170178	-3.55085463502322	-4	-4	-4	-3.89383236620742	-3.88478474256715	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.77868268123756	-3.76796632340466	-4	-4	-4	-4	-4	-4	-4	-4	-3.37086278789664	-4	-3.57936437253311	-3.61181697716638	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4
OTU_471	-4	-4	-4	-4	-4	-4	-4	-3.48783835519866	-3.58395465029537	-4	-4	-4	-4	-4	-4	-4	-3.6001743324982	-4	-4	-4	-4	-4	-3.80858721972337	-3.79381505896552	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.57936437253311	-3.2729973513238	-4	-4	-2.93345070914287	-3.44384800849844	-3.10973506218787	-2.587008683	-3.50457089428303	-3.38869076954525	-4	-4	-4	-2.61025345530315	-3.06519158174509	-3.79571702447975	-3.71419552931051	-4	-3.31081286279644	-4	-3.07615181534207	-4	-3.03426667619712	-3.3931738151495	-3.33928079531792	-2.86634237631708	-3.40884710838844	-2.85962338450336	-3.51698006747648	-4	-4	-3.66937694461355	-2.95401604799023	-4	-4	-4	-4	-3.64471262565482	-4
OTU_486	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.07558582338513	-2.9759703735014	-3.03794120280788	-1.92871582347357	-2.46969964428862	-2.58618495666285	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.67647625252771	-4	-4	-3.78755811886184	-3.24236807330396	-3.8017177962105	-3.58026484075512	-4	-3.57936437253311	-3.61181697716638	-4	-4	-3.266133850362	-3.72902997768198	-4	-3.46751342444036	-2.56447799289902	-3.03481683769261	-2.77883953456559	-2.53442794537831	-4	-2.77758239165819	-4	-3.79571702447975	-3.1813392258848	-3.1943012619714	-3.47714152091729	-3.07922087713883	-4	-4	-2.93130601228543	-3.75423201060803	-3.43369885600557	-4	-3.40884710838844	-3.42640361547383	-4	-4	-4	-3.25460304629267	-3.35928983273872	-3.63435676743662	-2.93076364785893	-2.99001634864537	-3.44587711070999	-4	-3.1786942542783
OTU_510	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.82286014208825	-4	-3.86564167612935	-4	-3.36410429884324	-3.593689199234	-4	-3.88478474256715	-3.05683690894564	-2.90943797224451	-4	-3.35574632615761	-3.40155631996872	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.58414804991948	-4	-3.81977363042973	-3.10553884150967	-3.76819459877032	-4	-3.61506832887366	-3.18497122074472	-4	-3.71419552931051	-4	-4	-4	-4	-3.76107257974176	-4	-3.48371522445724	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.48041662093924	-4	-2.86450373473628	-4
OTU_592	-4	-4	-4	-4	-4	-4	-4	-3.75678965935107	-4	-3.71250851976391	-4	-4	-4	-4	-4	-2.18195345539817	-3.12221762805267	-2.1254470075758	-3.09802745754696	-1.51691049899196	-2.12037523581133	-3.33596713037621	-2.82837358027946	-1.82782618819127	-4	-4	-4	-4	-4	-4	-4	-3.72547246770256	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-2.76664996555379	-2.2688844396841	-4	-2.4399039545104	-1.92513219091406	-1.73614060931004	-1.13480105216056	-1.45054995453362	-1.81453612060493	-1.50894881801905	-2.19906269389521	-3.65734025886519	-1.89089237483124	-2.72770416473888	-3.246696176025	-2.37948380473285	-2.07491366960984	-2.43247725567307	-1.9968851641859	-2.81079991710779	-1.90187079547066	-4	-2.1818772510611	-2.23157515701514	-2.73639448570831	-1.51445168887205	-1.8269486904491	-1.89396388585212	-3.67282489396854	-2.08846635204905	-1.56799266178282	-2.68572908335022	-2.19206971402577	-2.05999308262025	-1.92797802019781
OTU_697	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.69739805396222	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-2.82290457055152	-3.72902997768198	-3.70625216470469	-4	-3.17536752457687	-4	-4	-3.76819459877032	-4	-3.76621369274628	-4	-2.81207296924556	-3.71419552931051	-3.06027312206404	-2.70629672289573	-4	-4	-4	-3.3668829430015	-4	-3.26176883013305	-3.50855150038243	-3.23398483292408	-3.42640361547383	-3.51698006747648	-4	-3.65892670560389	-4	-3.35928983273872	-4	-3.65915208159624	-4	-3.63997701546714	-3.21719974974583	-3.48801890199317
OTU_703	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.42297048346097	-3.39558421163261	-3.91341465822447	-3.92764559840983	-4	-3.8085443406495	-3.62404739438324	-4	-4	-4	-4	-4	-3.48517584844537	-3.79768440893653	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.78755811886184	-3.66138875157031	-3.66609479868207	-3.37086278789664	-3.76363223066637	-3.74063067994333	-3.7639087876569	-3.76163734733016	-4	-2.91450256915167	-2.88181757182901	-2.93426406937469	-3.74409277068729	-2.96113653794537	-3.21158387196001	-3.23006277054158	-3.05757031115864	-3.59146021692927	-3.27747425185685	-4	-3.08580460181366	-3.24752949378129	-2.92864003587808	-3.75013519304609	-3.03870692336204	-3.71580435932483	-3.76107257974176	-3.3668829430015	-2.93350672246584	-3.26176883013305	-4	-3.70621088345979	-3.18758847033493	-4	-4	-3.47026814696778	-3.35427378399043	-4	-3.20181096527271	-3.23896354726147	-3.66674057278761	-2.78273018231787	-2.95353813599735	-3.0517063736579
OTU_728	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-2.60104526537616	-4	-4	-4	-4	-2.87980902043115	-4	-4	-4	-3.76785201304179	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.2077831003412	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.75013519304609	-4	-3.54547275216182	-3.33090903602702	-4	-3.3931738151495	-4	-4	-3.05871483265069	-4	-4	-3.70600429647061	-4	-4	-4	-4	-4	-4	-4	-4	-4
OTU_822	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.57485891117581	-3.79381505896552	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.29988815915276	-3.34212072152529	-3.14434733561364	-4	-3.4177920031571	-4	-4	-4	-4	-4	-4	-4	-4	-3.54547275216182	-4	-4	-4	-4	-4	-4	-2.35630524084952	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.25952180547199
OTU_828	-4	-4	-4	-4	-3.71767996763123	-4	-3.67692983376951	-4	-3.17897869145122	-4	-4	-4	-2.56563298367457	-4	-4	-3.03021446106648	-3.82286014208825	-4	-3.45124474386834	-3.22286045141945	-4	-3.87155380503935	-3.57485891117581	-3.02196747729473	-3.50584658636857	-3.58220530689912	-4	-3.13976833754562	-3.28789239672402	-4	-4	-4	-3.76422404206653	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.76363223066637	-3.74063067994333	-3.61181697716638	-4	-4	-3.89966313926081	-4	-4	-3.37566317823745	-3.76707419311101	-3.51464752541809	-3.0545246763445	-3.76819459877032	-4	-3.61506832887366	-2.84961575255037	-4	-3.71419552931051	-3.14488515061728	-3.75013519304609	-2.87873717744005	-4	-3.11909336428404	-3.57703920125937	-3.31829078766756	-2.70362217864074	-2.86634237631708	-3.31267406811743	-3.07970315817064	-4	-2.73467258632888	-3.65892670560389	-4	-3.25992144167841	-4	-4	-3.25055183933854	-2.89897849858699	-3.06566014748757	-4
OTU_854	-4	-4	-4	-3.74881292987031	-3.71767996763123	-4	-3.80909172290991	-3.48783835519866	-3.2996369087216	-4	-4	-4	-3.55509656810185	-4	-4	-3.24975157406381	-3.82286014208825	-4	-3.76317644299821	-3.69957674255931	-3.26502960823787	-4	-4	-4	-4	-4	-4	-4	-3.55593981677243	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.74128318030346	-3.61142733470708	-3.46203230697353	-3.61181697716638	-4	-4	-4	-3.72902997768198	-4	-4	-4	-3.33719943694545	-3.70387975094136	-4	-4	-3.50316129929226	-4	-4	-3.71419552931051	-4	-4	-3.74118790362309	-4	-3.76107257974176	-3.73894408499758	-2.78993040378224	-3.72247916131089	-4	-3.70621088345979	-3.7177369801123	-4	-4	-4	-4	-3.67282489396854	-4	-4	-3.35045055253587	-3.44587711070999	-4	-4
OTU_861	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.71549568429647	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.64552481978323	-3.79849677995009	-4	-3.74128318030346	-3.61142733470708	-4	-3.7639087876569	-4	-3.58423394326393	-3.89966313926081	-4	-4	-3.74409277068729	-3.34212072152529	-4	-4	-4	-3.7493643775014	-4	-4	-4	-3.71419552931051	-4	-4	-4	-4	-2.9207205420219	-3.45937129968756	-4	-3.33928079531792	-4	-3.40884710838844	-4	-3.51698006747648	-3.53228335018675	-3.47026814696778	-3.17359101882282	-4	-4	-4	-3.48041662093924	-3.0581938348632	-4	-4
OTU_915	-4	-4	-4	-4	-4	-3.7971165958145	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.87155380503935	-4	-4	-4	-1.64480926938046	-3.08546084407405	-2.12256715003517	-3.79768440893653	-4	-4	-4	-4	-4	-2.1500526918542	-2.02912278870413	-1.76729816694795	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.15628444738064	-3.56343955402027	-4	-4	-3.50457089428303	-2.82717938835966	-4	-3.4177920031571	-2.12387470944688	-3.76621369274628	-3.00047473405451	-3.15452949471257	-3.42098325669939	-1.8572837832338	-2.89736432434884	-3.17372350658522	-3.71580435932483	-3.16316249631388	-3.29067467752269	-4	-2.43433423551398	-4	-1.95756941329435	-4	-4	-2.80916418745865	-3.15702431097024	-2.86801755257604	-4	-2.5619865685865	-2.29187188373216	-1.99394523962398	-4	-4	-2.83850056341301
OTU_921	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.32778159957882	-4	-4	-3.96231773861128	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.69278201003674	-4	-3.4177920031571	-3.7493643775014	-3.76621369274628	-4	-4	-4	-4	-2.64251632928003	-4	-3.2502798212097	-4	-4	-2.81079991710779	-3.04327801488364	-3.283893159151	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-2.94585016486289	-4	-4
OTU_1014	-2.03396457981618	-1.77026949774281	-1.27750653168781	-3.0942947563474	-4	-4	-4	-4	-4	-2.98354557471397	-3.4104968812003	-2.10033640851083	-4	-1.29988027808636	-2.36951839916347	-4	-4	-4	-4	-4	-4	-4	-2.60526616463435	-4	-4	-4	-4	-4	-4	-1.68381257409159	-1.86046372451462	-3.14440774656318	-2.98410621746857	-3.80083878976896	-2.45722370327528	-2.50352380891501	-2.48691521856616	-1.96861897812717	-2.3338659417165	-4	-4	-2.46292934639513	-1.87727103948009	-2.75005687994941	-3.12409078095609	-2.60432768831415	-3.12283134883326	-3.2729973513238	-2.4987629478463	-2.03399560382655	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4
OTU_1016	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-2.42006731626152	-2.77956737595588	-4	-3.74093701614214	-3.69957674255931	-3.42364907670232	-2.61257679137712	-3.62257389919576	-3.23202786214212	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.452986464112	-3.55733754790089	-3.40969510813939	-2.78324542184464	-3.4989432152109	-3.03760214611953	-3.04844234304699	-4	-4	-3.89966313926081	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-2.66788139306939	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.25359328201547	-4	-3.53228335018675	-3.02908504066484	-4	-2.69659414410856	-4	-3.65915208159624	-4	-4	-4	-4
OTU_1245	-3.59780352475723	-3.74482010981028	-2.31527346123152	-2.92212165114877	-1.984830138574	-4	-4	-4	-3.58395465029537	-4	-3.53402234594703	-3.13633589342611	-3.55509656810185	-4	-4	-2.88508090585348	-1.99689303881912	-4	-3.64416750968889	-4	-2.32296461059413	-2.98750354801131	-2.87992018513083	-3.79381505896552	-2.45692745239356	-3.74268802000594	-2.86569582495068	-2.35487698496557	-2.63913125167471	-3.34311087473537	-3.62164616903648	-4	-4	-4	-2.91014135576727	-3.41738459767666	-3.17940413480388	-2.46360495818116	-3.1170258942077	-4	-4	-3.452986464112	-3.34272123587941	-3.66609479868207	-4	-4	-4	-4	-4	-3.58423394326393	-4	-4	-3.5326156821776	-4	-4	-4	-4	-4	-2.84542305158198	-4	-4	-1.74188931278045	-4	-4	-3.47714152091729	-4	-4	-4	-2.8481373297285	-3.59824286114044	-4	-3.20401234606614	-3.53256032941986	-2.33860985159717	-3.69453850202499	-4	-3.02908504066484	-3.35427378399043	-3.11100076609459	-4	-4	-3.35045055253587	-2.37354009263433	-4	-4
OTU_1264	-3.75391736716937	-4	-3.62092515967444	-4	-4	-4	-4	-4	-4	-2.94597096795178	-3.70730078401437	-4	-4	-4	-4	-4	-4	-4	-3.96231773861128	-4	-4	-4	-3.89383236620742	-4	-4	-4	-4	-4	-4	-3.55765685856024	-3.42256392962155	-2.261396522109	-3.49990882666834	-4	-3.77868268123756	-3.22595752654409	-4	-3.66730348051458	-3.67647625252771	-3.77450070585832	-3.65141259367014	-3.10015209642574	-3.34272123587941	-3.09998040320665	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4
OTU_1271	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.82286014208825	-4	-4	-4	-4	-3.93104548118311	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.29988815915276	-3.22416664062941	-4	-3.52943748653434	-4	-4	-4	-4	-4	-2.94915310984608	-4	-4	-4	-4	-3.76107257974176	-2.61842188535279	-4	-2.59938276778123	-3.68818050370343	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.44587711070999	-4	-4
OTU_1339	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.17837593845457	-2.41433584815183	-3.72105906516651	-4	-3.29519027665787	-4	-4	-4	-3.67712597288811	-3.92764559840983	-4	-4	-4	-3.24352842513154	-4	-4	-4	-4	-4	-4	-4	-4	-3.14440774656318	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.61142733470708	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4
OTU_1455	-4	-3.74482010981028	-4	-3.13875401180542	-3.42631616893721	-2.90961621503087	-3.15041777237772	-3.25930844877705	-3.23513096162456	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.80083878976896	-3.24776716538737	-3.61754539133678	-3.28299524199064	-4	-4	-4	-4	-4	-3.79849677995009	-4	-3.07940764745085	-2.9828307572792	-3.12283134883326	-2.85386748347901	-2.92194498541143	-3.04461293069736	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4
OTU_1465	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.70625216470469	-4	-3.50457089428303	-4	-3.70387975094136	-4	-4	-3.76621369274628	-4	-3.39761408409246	-2.98669976218762	-4	-3.05664107172271	-3.17372350658522	-4	-3.40515934449765	-4	-4	-4	-4	-3.70621088345979	-4	-4	-4	-4	-3.66937694461355	-3.35928983273872	-3.63435676743662	-4	-3.48041662093924	-4	-4	-4
OTU_1469	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.92764559840983	-4	-3.67612254513508	-3.93104548118311	-3.36419676469998	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-2.54046362157147	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.00867771648015	-4	-4	-4	-4	-4	-4	-3.69453850202499	-4	-4	-4	-2.91218284682227	-3.43870072793462	-4	-4	-2.59296978528691	-4	-4
OTU_1513	-4	-3.00896106459856	-3.62092515967444	-3.0942947563474	-2.32990865357757	-2.00851487284865	-2.07385860882405	-2.68786382729377	-1.89310354625796	-4	-4	-3.72105906516651	-2.57524587191159	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.2657746699141	-3.77086136698503	-4	-4	-4	-3.11654953407109	-3.02344020375572	-3.22811831895019	-3.01616701495764	-3.4931387296666	-4	-4	-2.90808050701361	-3.06172800424362	-3.20706713956432	-3.46306338816976	-3.40968110148121	-3.22897420934927	-3.41017088041115	-3.76163734733016	-3.0850555276471	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4
OTU_1528	-3.25384332295461	-2.88624902383723	-3.02861423030082	-3.74881292987031	-4	-4	-4	-3.75678965935107	-3.74395300609241	-4	-4	-4	-4	-4	-3.59437363341889	-3.54505574289065	-4	-3.46508966463622	-3.45124474386834	-4	-4	-4	-3.73736033126586	-3.88478474256715	-4	-4	-4	-4	-4	-3.20015058246381	-3.23179484005222	-3.55858736939791	-3.41072948552733	-3.56137770981623	-2.95981605410601	-3.13336228212963	-2.82275175832564	-3.56432810008239	-3.3646217018872	-4	-4	-4	-4	-4	-3.37086278789664	-3.4989432152109	-2.93472724442075	-3.49939434775272	-2.69869220824912	-2.85892665862339	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4
