	DG408	DG426	DG432	EK520	LB01	LB03	LB06	LB10	LB13	LB178	LB179	BB231	BB232	ME2528	ME2530	MT334	MT348	WE457	WE458	WE464	CP469	CP470	BB089	BB095	KSG0645	KSG0647	KSG0652	KSG0660	KSG0673	KE1474	KE1475	KE2263	KE2265	KE2268	KE2564	KE2565	KE2581	KSG1471	KSG1507	LU2555	LU2556	OP1909	OP1910	OP1911	OP2345	OP2346	OP2347	OP2456	OP2459	OP2460	GM173	GM7	GM9	GM10	GM11	GM15	GM20	GM41	GM1435	GM1436	GM1437	GM1438	GM1440	GM1442	GM1446	GM1448	GM1455	GM1457	GM1459	GM1467	GM1468	GM1474	GM1476	GM1480	GM1482	GM1485	GM1494	GM1496	GM1497	GM1500	GM1501	GM1502	GM1504	GM1507	GM1509
OTU_49059	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-2.80119948652541	-4	-4	-4	-3.69957674255931	-4	-4	-4	-3.79381505896552	-2.74569530811835	-2.45648004117677	-4	-3.41565721227954	-3.34101639568899	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.44381540598892	-4	-2.83760241112111	-3.58414804991948	-3.50457089428303	-3.08613820538788	-3.52943748653434	-3.50640892115567	-3.30941236262961	-3.50316129929226	-3.18497122074472	-4	-3.1813392258848	-3.59502404115585	-4	-3.74118790362309	-3.71580435932483	-3.40515934449765	-3.73894408499758	-3.31829078766756	-4	-4	-4	-2.92136242603101	-3.69453850202499	-2.97148290674862	-3.65892670560389	-3.35427378399043	-3.67282489396854	-4	-3.08872394097289	-3.66674057278761	-3.44587711070999	-4	-3.67256632355471
OTU_49101	-3.75391736716937	-4	-4	-3.59069369859357	-4	-4	-4	-4	-4	-4	-4	-3.25931378453963	-4	-3.12445849418174	-3.75145784952013	-4	-4	-4	-3.92764559840983	-4	-4	-4	-2.49840118658916	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.61226126442865	-3.56137770981623	-3.63278260085983	-4	-3.50779825413715	-4	-4	-4	-4	-4	-3.55733754790089	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4
OTU_49122	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.43150971413011	-4	-4	-3.59437363341889	-4	-3.82286014208825	-4	-4	-4	-3.42364907670232	-3.93104548118311	-3.89383236620742	-3.88478474256715	-3.13312368680741	-3.46528637568777	-2.81170691984439	-2.99618084137667	-3.47192383445086	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4
OTU_49304	-3.25384332295461	-4	-3.18210999656906	-3.74881292987031	-4	-4	-4	-4	-4	-3.4184094096168	-4	-4	-4	-3.37118729907667	-3.19339677173164	-4	-4	-4	-4	-4	-4	-4	-3.67618576648543	-4	-4	-4	-4	-4	-4	-4	-4	-3.72547246770256	-3.2736083620523	-3.47790276268558	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-2.93605451029141	-3.27246168433962	-2.96638637837231	-2.87687014206061	-3.00987714223309	-3.29999975614317	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4
OTU_49310	-4	-4	-4	-4	-3.03428086192661	-4	-4	-3.20378235468909	-4	-4	-4	-4	-4	-4	-4	-4	-3.29851759891785	-3.91341465822447	-4	-4	-4	-4	-2.92810576203239	-3.59876075435506	-3.76785201304179	-4	-4	-3.80464827793005	-4	-4	-4	-4	-4	-4	-4	-3.76796632340466	-3.76904026512395	-4	-4	-4	-4	-4	-4	-4	-3.46306338816976	-4	-4	-4	-4	-4	-3.69045305754958	-3.44384800849844	-3.70625216470469	-3.58414804991948	-3.61628399188047	-4	-3.10553884150967	-3.76819459877032	-3.7493643775014	-4	-3.62288787910155	-4	-3.71419552931051	-4	-3.75013519304609	-3.74118790362309	-3.18417333930277	-3.49477636065015	-4	-4	-3.33928079531792	-3.50855150038243	-4	-4	-4	-3.70600429647061	-4	-3.66937694461355	-4	-4	-3.33950339512465	-3.48041662093924	-4	-4	-4
OTU_49312	-3.75391736716937	-4	-4	-3.05396715770307	-1.75475290271658	-2.83281955182963	-2.00319714096979	-2.19342439466688	-2.2245021398469	-4	-4	-4	-3.03000938258914	-3.74147351720018	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.0821132061112	-4	-4	-4	-4	-4	-3.52943748653434	-4	-4	-4	-4	-4	-4	-4	-2.95426885568066	-4	-4	-3.76107257974176	-4	-4	-4	-4	-4	-3.33145918199866	-2.6693783438557	-4	-2.75191754701328	-3.17359101882282	-4	-4	-4	-4	-4	-4	-4
OTU_49313	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.24975157406381	-3.52078407330052	-3.59440853344236	-3.44025837213542	-3.22286045141945	-3.31174784593838	-2.69310055658872	-4	-3.23202786214212	-3.13312368680741	-3.29736580872087	-4	-2.59474110020878	-3.19789050088104	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.63836443611194	-4	-2.97193978867222	-2.62941819514407	-3.02151460233275	-2.5567961819608	-3.30891245555261	-2.53442794537831	-3.38473022611252	-3.50316129929226	-3.23356699620322	-2.81207296924556	-3.32565381847783	-2.92864003587808	-2.87148393760226	-3.03870692336204	-3.32828736127064	-3.26751893958656	-3.074833649556	-3.75423201060803	-3.55451585256761	-4	-3.40884710838844	-2.88939672972834	-3.69453850202499	-3.53228335018675	-3.08836039304976	-3.17359101882282	-3.25992144167841	-3.63435676743662	-3.15737915703191	-3.48041662093924	-3.21014049894377	-4	-3.35891303706806
OTU_49390	-4	-4	-3.4216523526477	-4	-4	-4	-4	-3.75678965935107	-4	-3.71250851976391	-3.70730078401437	-3.19348639374597	-4	-3.58052760777296	-2.98852088231227	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.77868268123756	-4	-4	-4	-4	-4	-4	-3.64552481978323	-3.19973007105057	-4	-3.58026484075512	-3.61142733470708	-4	-3.49939434775272	-3.16430363323963	-3.58423394326393	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4
OTU_49517	-3.75391736716937	-4	-4	-3.74881292987031	-4	-4	-4	-4	-3.46729165685178	-4	-4	-3.72105906516651	-4	-3.74147351720018	-4	-4	-4	-2.53074157615597	-3.1559965707704	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.8017177962105	-4	-3.76363223066637	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4
OTU_49524	-3.19817254196172	-3.58515489332305	-3.18210999656906	-3.74881292987031	-4	-4	-4	-4	-3.46729165685178	-4	-3.70730078401437	-3.55258774939822	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.04763968579473	-2.84762920469936	-3.72547246770256	-3.61226126442865	-3.66480893318944	-3.08035125350551	-2.66796115383238	-2.99456168554353	-4	-4	-4	-4	-4	-4	-4	-3.74128318030346	-4	-3.74063067994333	-3.61181697716638	-2.89619002745908	-3.74415483791186	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4
OTU_49606	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-1.7175655270992	-2.23348769069274	-3.26658819364428	-3.74093701614214	-3.00109273985241	-2.72749626596954	-1.38032726835147	-2.99401589697904	-2.4058238853941	-2.76312862354697	-2.74526034648208	-1.90157631749504	-4	-3.2405641433467	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-1.89601642870777	-2.71689632540671	-2.09023140828754	-2.25508912159614	-2.11787031987826	-2.2803784166708	-3.4053256011409	-2.17656109516449	-2.34940593903813	-2.58571210956866	-2.22853560384183	-1.7180798717065	-2.91459580073364	-1.42726619095074	-2.33622273683245	-2.05868034340177	-2.23444013899134	-2.13301650199429	-2.0660804254651	-2.324009735263	-2.79025864405094	-4	-1.92106308356899	-2.02096266953211	-1.94986843720716	-2.80916418745865	-2.23453708086928	-2.144214700757	-1.8065250470872	-1.34926483984124	-2.75230848628619	-2.24875733268967	-2.85667633641751	-2.0537251756515	-1.8556749636658
OTU_49610	-4	-4	-4	-3.74881292987031	-2.69402540671257	-3.7971165958145	-3.67692983376951	-2.96822699857439	-3.37542385890218	-4	-4	-4	-2.68527938699392	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.77086136698503	-4	-4	-4	-3.77868268123756	-3.61754539133678	-4	-4	-4	-4	-4	-3.78755811886184	-4	-4	-4	-3.76363223066637	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4
OTU_49647	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-2.75798644442633	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-2.08125332597248	-3.25007083343572	-2.53762995572448	-4	-4	-4	-3.57703920125937	-4	-4	-2.77586470168986	-3.53256032941986	-4	-3.69453850202499	-4	-4	-3.48385308880739	-3.35928983273872	-4	-4	-2.82830814271047	-3.21014049894377	-4	-2.2420858057745
OTU_49783	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.2878577793039	-2.82462182496559	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.56432810008239	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.7493643775014	-4	-4	-4	-4	-4	-4	-4	-3.03078804267003	-4	-4	-4	-3.72247916131089	-4	-4	-4	-4	-4	-4	-4	-4	-3.30430049166645	-3.47056009958577	-3.66674057278761	-4	-3.45194405946376	-4
OTU_49796	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.71549568429647	-4	-3.34388851453732	-3.86564167612935	-4	-4	-4	-3.80858721972337	-4	-4	-4	-4	-4	-4	-3.72478902814491	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.57936437253311	-4	-4	-4	-3.74965153280281	-4	-3.70625216470469	-4	-4	-4	-3.70387975094136	-4	-4	-3.61506832887366	-4	-4	-3.71419552931051	-4	-4	-3.58013332428242	-4	-4	-4	-2.88019795204249	-4	-4	-3.53256032941986	-4	-3.69453850202499	-4	-4	-4	-4	-4	-4	-4	-4	-3.64471262565482	-4
OTU_49802	-3.06433590865494	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-2.64551366037604	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.03114605456427	-4	-4	-4	-4	-4	-4	-3.04763968579473	-3.23179484005222	-4	-2.35400005126818	-2.55651147328943	-3.77868268123756	-3.22595752654409	-3.76904026512395	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4
OTU_49872	-3.25384332295461	-3.74482010981028	-4	-4	-4	-4	-4	-3.75678965935107	-4	-3.5410255393829	-3.70730078401437	-4	-4	-4	-4	-2.34279440336298	-4	-4	-3.78661646714351	-3.52368791809183	-4	-4	-4	-4	-4	-4	-4	-3.67039043639231	-4	-4	-4	-4	-1.99166698151207	-1.93915233065637	-4	-2.4153366387651	-3.50779825413715	-4	-4	-4	-4	-3.64552481978323	-3.79849677995009	-4	-4	-3.27246168433962	-3.57936437253311	-4	-3.76163734733016	-3.74415483791186	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4
OTU_49928	-3.48320901838334	-3.74482010981028	-3.62092515967444	-4	-4	-4	-4	-4	-4	-4	-4	-3.55258774939822	-4	-2.80566133509483	-4	-4	-4	-3.36557262134467	-3.57978706078298	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.77868268123756	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.76363223066637	-4	-3.7639087876569	-3.76163734733016	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4
OTU_49945	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.73040228948803	-3.89383236620742	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.74409277068729	-4	-3.81977363042973	-4	-3.22641636896089	-3.59146021692927	-3.76621369274628	-3.77173639536206	-3.46821432364292	-3.42098325669939	-2.90114037899633	-3.31081286279644	-4	-2.5707189083297	-4	-3.22586397509949	-3.19878534505357	-3.72247916131089	-3.68818050370343	-3.70621088345979	-3.25359328201547	-3.39130959765293	-3.70600429647061	-3.65892670560389	-4	-3.67282489396854	-4	-2.93076364785893	-3.25055183933854	-4	-3.21719974974583	-3.67256632355471
OTU_49970	-3.48320901838334	-3.04594274014254	-3.4216523526477	-1.84781442121498	-2.92125309323063	-2.07079287448877	-2.15485606621317	-2.32291293946405	-2.61451576258839	-4	-4	-4	-1.88159761149054	-3.23053231166309	-3.38835313054328	-4	-3.6001743324982	-3.55829398294984	-3.76317644299821	-4	-1.58271466718913	-4	-2.62509791846488	-3.08136645333606	-3.28067011866835	-4	-3.55231082410597	-2.74374869857521	-3.34101639568899	-2.74941600468174	-2.73584430571864	-4	-3.49990882666834	-4	-3.36420046267842	-3.41738459767666	-2.99456168554353	-3.41137038071363	-4	-4	-4	-3.53867199757544	-2.9810410145692	-3.56289816214362	-4	-3.16834656689162	-4	-3.2729973513238	-3.40615528189718	-3.37576947372738	-3.89966313926081	-3.10072643315371	-2.80963579840703	-4	-3.61628399188047	-2.52573096758971	-1.95670880300162	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.42344274146779	-4	-4	-3.10516823815307	-4	-4	-4	-4	-4	-4	-4	-4	-3.67282489396854	-4	-4	-4	-2.94585016486289	-4	-4
OTU_49979	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.71549568429647	-4	-4	-3.92764559840983	-4	-4	-4	-4	-4	-3.76785201304179	-3.46528637568777	-4	-3.56798345991324	-3.47192383445086	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.10973506218787	-4	-4	-4	-3.30891245555261	-4	-4	-3.05333870172106	-4	-4	-4	-4	-3.75013519304609	-2.9675116320258	-3.42344274146779	-4	-3.73894408499758	-2.99428681260811	-2.8410583428148	-4	-4	-4	-4	-4	-4	-4	-3.05213978905092	-4	-4	-4	-3.63997701546714	-4	-4
OTU_50061	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.87155380503935	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.17924512212524	-3.61628399188047	-4	-4	-4	-4	-3.61506832887366	-3.77173639536206	-3.08580460181366	-4	-2.8752787996925	-4	-3.74118790362309	-4	-4	-3.57703920125937	-4	-3.72247916131089	-4	-3.70621088345979	-4	-4	-4	-3.65892670560389	-3.66937694461355	-4	-3.20181096527271	-3.65915208159624	-3.66674057278761	-4	-4	-3.48801890199317
OTU_50091	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.6001743324982	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-2.32077615363023	-2.8995974673681	-4	-3.61628399188047	-4	-4	-4	-4	-4	-4	-4	-2.77395000341888	-4	-4	-4	-4	-3.40515934449765	-3.22586397509949	-4	-4	-2.37714295311038	-4	-4	-4	-4	-4	-4	-2.91218284682227	-4	-4	-4	-2.1749607403422	-4	-4
OTU_50127	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.96231773861128	-4	-4	-3.87155380503935	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-2.3302178255743	-1.34449280183681	-3.08613820538788	-4	-2.74647701388644	-3.24524632614878	-3.34050491350968	-2.89432144410149	-3.19345337805689	-3.32565381847783	-4	-3.59253229614864	-3.00165199925388	-3.32828736127064	-2.977337203221	-2.99716740973528	-3.3931738151495	-3.55451585256761	-4	-3.40884710838844	-3.18758847033493	-3.51698006747648	-3.01274492802069	-3.08836039304976	-2.07419664479274	-2.91218284682227	-3.11894947303083	-3.33950339512465	-3.16938949204212	-4	-2.5397766155092	-2.99987294615226
OTU_50167	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.82286014208825	-3.91341465822447	-3.68033080534211	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.72902997768198	-3.1674614517223	-2.97340171381504	-4	-3.01126466874102	-3.0545246763445	-4	-2.98419580116076	-3.76621369274628	-2.77201699669487	-4	-4	-4	-4	-4	-3.71580435932483	-2.28111651012177	-4	-3.59824286114044	-3.08847404360927	-3.283893159151	-4	-3.07970315817064	-4	-2.40104901048439	-3.33917955475777	-4	-4	-4	-3.47056009958577	-4	-3.12755558613077	-4	-4
OTU_50170	-4	-4	-4	-4	-4	-3.23930571145517	-3.08741825265471	-3.75678965935107	-4	-4	-4	-4	-4	-3.58052760777296	-4	-4	-4	-4	-4	-4	-3.36410429884324	-3.93104548118311	-2.49462833070889	-4	-1.8381547656786	-1.98094805745366	-1.96898696768349	-2.25993792553819	-2.28873176425598	-4	-3.77086136698503	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-2.87893336777286	-3.4989432152109	-3.07812934178541	-3.2729973513238	-4	-4	-2.13517557501252	-2.80337441796212	-4	-3.29988815915276	-3.02151460233275	-3.81977363042973	-4	-4	-2.34940593903813	-4	-3.51223936286035	-2.64547626607373	-2.21097368235991	-2.09918277943817	-3.01976998024523	-2.68711362561775	-2.85588008341563	-3.40515934449765	-4	-3.31829078766756	-3.55451585256761	-4	-3.16738982119502	-1.97733504504935	-2.87791041109069	-3.40853463898418	-2.69700275622757	-2.56473352289681	-4	-2.54155223833503	-4	-3.35045055253587	-3.63997701546714	-2.60107572424594	-2.69612995582022
OTU_50312	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.54505574289065	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.20895877797566	-4	-4	-4	-4	-4	-4	-4	-3.27246168433962	-4	-4	-3.60861973061045	-3.58423394326393	-3.69045305754958	-4	-3.23405441716445	-3.74409277068729	-4	-3.69278201003674	-4	-4	-3.13983744279238	-4	-3.18497122074472	-4	-4	-4	-4	-4	-3.71580435932483	-4	-4	-4	-4	-2.65745500693791	-4	-4	-4	-4	-4	-4	-3.67282489396854	-4	-4	-4	-4	-4	-4
OTU_50326	-3.75391736716937	-3.74482010981028	-3.4216523526477	-4	-4	-4	-4	-4	-4	-3.71250851976391	-3.16928268039931	-3.55258774939822	-4	-3.74147351720018	-3.24918930129847	-4	-4	-4	-4	-4	-4	-4	-3.16649822800892	-4	-4	-4	-4	-4	-4	-3.04763968579473	-2.82688442319271	-3.55858736939791	-3.08566714042337	-3.24759190058054	-4	-3.13336228212963	-3.50779825413715	-3.01616701495764	-2.72813347153811	-4	-4	-3.26626662469838	-3.66138875157031	-3.4795758278507	-4	-4	-3.74063067994333	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4
OTU_50487	-4	-4	-4	-4	-3.13020116607821	-3.33982685940012	-2.9397130668653	-3.03349979057375	-3.23513096162456	-4	-4	-4	-4	-4	-4	-2.8552836508438	-4	-4	-3.74093701614214	-4	-2.86193797486947	-3.73040228948803	-4	-3.7186396584885	-3.02319321658981	-3.29736580872087	-3.55231082410597	-3.56798345991324	-3.40155631996872	-4	-4	-4	-4	-4	-4	-4	-4	-2.50957478710494	-4	-4	-4	-4	-4	-4	-3.74128318030346	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.41579401166729	-3.69278201003674	-4	-3.61786832657386	-3.38473022611252	-4	-4	-3.79571702447975	-4	-4	-4	-3.03870692336204	-4	-3.49477636065015	-3.29067467752269	-4	-4	-4	-4	-4	-3.39130959765293	-4	-3.65892670560389	-4	-4	-4	-4	-3.35045055253587	-3.44587711070999	-3.64471262565482	-4
OTU_50492	-4	-4	-3.62092515967444	-4	-3.18748755649542	-4	-3.18571298601003	-3.48783835519866	-2.85850615272835	-4	-4	-4	-3.33998845073627	-4	-4	-1.95423194054334	-3.82286014208825	-3.52495340439405	-2.97066876170294	-2.08738564358797	-3.67612254513508	-3.93104548118311	-4	-4	-4	-3.74268802000594	-4	-3.80464827793005	-3.47192383445086	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.46306338816976	-3.01412788792127	-2.35355518421885	-2.90115962476642	-3.76163734733016	-3.74415483791186	-3.89966313926081	-3.56343955402027	-4	-4	-4	-4	-3.70387975094136	-4	-3.09539503564163	-4	-2.28259098665274	-4	-3.54330041819981	-2.40317425924134	-3.75013519304609	-4	-4	-3.04245702702419	-4	-4	-4	-3.13656655471751	-3.10966189476143	-3.7177369801123	-2.34792752012599	-1.99285780035733	-3.08836039304976	-2.18777026902936	-4	-4	-3.65915208159624	-2.82830814271047	-4	-4	-4
OTU_50544	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.92764559840983	-4	-4	-2.92662721714291	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.00715157092679	-2.94328527430163	-4	-4	-4	-4	-4	-4	-4	-3.50316129929226	-2.75460542090819	-3.15452949471257	-2.98669976218762	-4	-3.14135409594324	-3.58013332428242	-4	-4	-4	-4	-4	-4	-3.70621088345979	-4	-4	-3.53228335018675	-4	-2.83290790948844	-3.48835704560457	-4	-4	-3.66674057278761	-4	-4	-4
OTU_50575	-4	-4	-4	-4	-3.54800887633912	-3.7971165958145	-2.98359324517433	-4	-4	-4	-4	-4	-3.40057151526296	-4	-4	-4	-4	-3.91341465822447	-4	-4	-4	-4	-3.13256629345748	-3.33294377036825	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.89966313926081	-4	-4	-3.74409277068729	-4	-4	-4	-4	-4	-4	-3.77173639536206	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4
OTU_50656	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.34311087473537	-3.62164616903648	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-3.17531510599433	-2.727887815497	-3.13282700997672	-2.93605451029141	-2.77177419695927	-3.12283134883326	-3.12493455448696	-3.12025329096941	-3.12965461482818	-3.28748191729464	-4	-4	-3.58414804991948	-3.50457089428303	-3.59464490852187	-3.16335296529587	-3.3442287931066	-4	-3.76621369274628	-3.62288787910155	-4	-3.71419552931051	-3.48000828130893	-3.75013519304609	-4	-4	-4	-3.57703920125937	-4	-4	-4	-4	-3.7177369801123	-3.69453850202499	-3.53228335018675	-4	-4	-3.67282489396854	-4	-4	-3.66674057278761	-4	-4	-4
OTU_50686	-3.48320901838334	-3.4686681864597	-2.6594384363838	-3.74881292987031	-4	-4	-4	-3.25930844877705	-2.76791261600622	-3.71250851976391	-4	-2.40082406030457	-4	-3.74147351720018	-3.75145784952013	-4	-4	-4	-3.96231773861128	-4	-4	-4	-4	-3.7186396584885	-4	-4	-4	-4	-4	-3.72478902814491	-3.34926580339535	-4	-3.49990882666834	-3.2947483426004	-2.95981605410601	-3.17719680351837	-3.02576433434616	-4	-3.1170258942077	-4	-4	-4	-4	-4	-3.74128318030346	-3.21729157787588	-3.74063067994333	-3.61181697716638	-3.04364541596925	-2.78927692729331	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4	-4
